source,disease,symptom_tags,symptom_text,num_symptoms
shanover_disease_symptoms_prec_full,Osteoarthristis,joint_pain|neck_pain|knee_pain|swelling_joints|painful_walking,"joint pain, neck pain, knee pain, swelling joints, painful walking",5
shanover_disease_symptoms_prec_full,Osteoarthristis,neck_pain|knee_pain|hip_joint_pain|swelling_joints|painful_walking,"neck pain, knee pain, hip joint pain, swelling joints, painful walking",5
shanover_disease_symptoms_prec_full,Paralysis (brain hemorrhage),headache|weakness_of_one_body_side|altered_sensorium,"headache, weakness of one body side, altered sensorium",3
shanover_disease_symptoms_prec_full,Paralysis (brain hemorrhage),vomiting|headache|altered_sensorium,"vomiting, headache, altered sensorium",3
shanover_disease_symptoms_prec_full,Paralysis (brain hemorrhage),vomiting|headache|weakness_of_one_body_side,"vomiting, headache, weakness of one body side",3
shanover_disease_symptoms_prec_full,Paralysis (brain hemorrhage),vomiting|headache|weakness_of_one_body_side|altered_sensorium,"vomiting, headache, weakness of one body side, altered sensorium",4
shanover_disease_symptoms_prec_full,Paralysis (brain hemorrhage),vomiting|weakness_of_one_body_side|altered_sensorium,"vomiting, weakness of one body side, altered sensorium",3
shanover_disease_symptoms_prec_full,Peptic ulcer diseae,indigestion|loss_of_appetite|abdominal_pain|passage_of_gases|internal_itching,"indigestion, loss of appetite, abdominal pain, passage of gases, internal itching",5
shanover_disease_symptoms_prec_full,Peptic ulcer diseae,vomiting|indigestion|abdominal_pain|passage_of_gases|internal_itching,"vomiting, indigestion, abdominal pain, passage of gases, internal itching",5
shanover_disease_symptoms_prec_full,Peptic ulcer diseae,vomiting|indigestion|loss_of_appetite|abdominal_pain|internal_itching,"vomiting, indigestion, loss of appetite, abdominal pain, internal itching",5
shanover_disease_symptoms_prec_full,Peptic ulcer diseae,vomiting|indigestion|loss_of_appetite|abdominal_pain|passage_of_gases,"vomiting, indigestion, loss of appetite, abdominal pain, passage of gases",5
shanover_disease_symptoms_prec_full,Peptic ulcer diseae,vomiting|indigestion|loss_of_appetite|abdominal_pain|passage_of_gases|internal_itching,"vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, internal itching",6
shanover_disease_symptoms_prec_full,Peptic ulcer diseae,vomiting|indigestion|loss_of_appetite|passage_of_gases|internal_itching,"vomiting, indigestion, loss of appetite, passage of gases, internal itching",5
shanover_disease_symptoms_prec_full,Peptic ulcer diseae,vomiting|loss_of_appetite|abdominal_pain|passage_of_gases|internal_itching,"vomiting, loss of appetite, abdominal pain, passage of gases, internal itching",5
shanover_disease_symptoms_prec_full,Pneumonia,chills|cough|high_fever|breathlessness|sweating|malaise|phlegm|chest_pain|fast_heart_rate|rusty_sputum,"chills, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum",10
shanover_disease_symptoms_prec_full,Pneumonia,chills|fatigue|cough|breathlessness|sweating|malaise|phlegm|chest_pain|fast_heart_rate|rusty_sputum,"chills, fatigue, cough, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum",10
shanover_disease_symptoms_prec_full,Pneumonia,chills|fatigue|cough|high_fever|breathlessness|malaise|phlegm|chest_pain|fast_heart_rate|rusty_sputum,"chills, fatigue, cough, high fever, breathlessness, malaise, phlegm, chest pain, fast heart rate, rusty sputum",10
shanover_disease_symptoms_prec_full,Pneumonia,chills|fatigue|cough|high_fever|breathlessness|sweating|malaise|chest_pain|fast_heart_rate|rusty_sputum,"chills, fatigue, cough, high fever, breathlessness, sweating, malaise, chest pain, fast heart rate, rusty sputum",10
shanover_disease_symptoms_prec_full,Pneumonia,chills|fatigue|cough|high_fever|breathlessness|sweating|malaise|phlegm|chest_pain|fast_heart_rate|rusty_sputum,"chills, fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum",11
shanover_disease_symptoms_prec_full,Pneumonia,chills|fatigue|cough|high_fever|breathlessness|sweating|phlegm|chest_pain|fast_heart_rate|rusty_sputum,"chills, fatigue, cough, high fever, breathlessness, sweating, phlegm, chest pain, fast heart rate, rusty sputum",10
shanover_disease_symptoms_prec_full,Pneumonia,chills|fatigue|cough|high_fever|sweating|malaise|phlegm|chest_pain|fast_heart_rate|rusty_sputum,"chills, fatigue, cough, high fever, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum",10
shanover_disease_symptoms_prec_full,Pneumonia,chills|fatigue|high_fever|breathlessness|sweating|malaise|phlegm|chest_pain|fast_heart_rate|rusty_sputum,"chills, fatigue, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum",10
shanover_disease_symptoms_prec_full,Pneumonia,fatigue|cough|high_fever|breathlessness|sweating|malaise|phlegm|chest_pain|fast_heart_rate|rusty_sputum,"fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, rusty sputum",10
shanover_disease_symptoms_prec_full,Psoriasis,joint_pain|skin_peeling|silver_like_dusting|small_dents_in_nails|inflammatory_nails,"joint pain, skin peeling, silver like dusting, small dents in nails, inflammatory nails",5
shanover_disease_symptoms_prec_full,Psoriasis,skin_rash|joint_pain|silver_like_dusting|small_dents_in_nails|inflammatory_nails,"skin rash, joint pain, silver like dusting, small dents in nails, inflammatory nails",5
shanover_disease_symptoms_prec_full,Psoriasis,skin_rash|joint_pain|skin_peeling|silver_like_dusting|inflammatory_nails,"skin rash, joint pain, skin peeling, silver like dusting, inflammatory nails",5
shanover_disease_symptoms_prec_full,Psoriasis,skin_rash|joint_pain|skin_peeling|silver_like_dusting|small_dents_in_nails,"skin rash, joint pain, skin peeling, silver like dusting, small dents in nails",5
shanover_disease_symptoms_prec_full,Psoriasis,skin_rash|joint_pain|skin_peeling|silver_like_dusting|small_dents_in_nails|inflammatory_nails,"skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, inflammatory nails",6
shanover_disease_symptoms_prec_full,Psoriasis,skin_rash|joint_pain|skin_peeling|small_dents_in_nails|inflammatory_nails,"skin rash, joint pain, skin peeling, small dents in nails, inflammatory nails",5
shanover_disease_symptoms_prec_full,Psoriasis,skin_rash|skin_peeling|silver_like_dusting|small_dents_in_nails|inflammatory_nails,"skin rash, skin peeling, silver like dusting, small dents in nails, inflammatory nails",5
shanover_disease_symptoms_prec_full,Tuberculosis,chills|fatigue|weight_loss|cough|high_fever|breathlessness|sweating|loss_of_appetite|mild_fever|yellowing_of_eyes|swelled_lymph_nodes|malaise|phlegm|chest_pain|blood_in_sputum,"chills, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum",15
shanover_disease_symptoms_prec_full,Tuberculosis,chills|vomiting|fatigue|cough|high_fever|breathlessness|sweating|loss_of_appetite|mild_fever|yellowing_of_eyes|swelled_lymph_nodes|malaise|phlegm|chest_pain|blood_in_sputum,"chills, vomiting, fatigue, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum",15
shanover_disease_symptoms_prec_full,Tuberculosis,chills|vomiting|fatigue|weight_loss|cough|breathlessness|sweating|loss_of_appetite|mild_fever|yellowing_of_eyes|swelled_lymph_nodes|malaise|phlegm|chest_pain|blood_in_sputum,"chills, vomiting, fatigue, weight loss, cough, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum",15
shanover_disease_symptoms_prec_full,Tuberculosis,chills|vomiting|fatigue|weight_loss|cough|high_fever|breathlessness|loss_of_appetite|mild_fever|yellowing_of_eyes|swelled_lymph_nodes|malaise|phlegm|chest_pain|blood_in_sputum,"chills, vomiting, fatigue, weight loss, cough, high fever, breathlessness, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum",15
shanover_disease_symptoms_prec_full,Tuberculosis,chills|vomiting|fatigue|weight_loss|cough|high_fever|breathlessness|sweating|loss_of_appetite|mild_fever|yellowing_of_eyes|swelled_lymph_nodes|malaise|phlegm|chest_pain|blood_in_sputum,"chills, vomiting, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum",16
shanover_disease_symptoms_prec_full,Tuberculosis,chills|vomiting|fatigue|weight_loss|cough|high_fever|sweating|loss_of_appetite|mild_fever|yellowing_of_eyes|swelled_lymph_nodes|malaise|phlegm|chest_pain|blood_in_sputum,"chills, vomiting, fatigue, weight loss, cough, high fever, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum",15
shanover_disease_symptoms_prec_full,Tuberculosis,chills|vomiting|fatigue|weight_loss|high_fever|breathlessness|sweating|loss_of_appetite|mild_fever|yellowing_of_eyes|swelled_lymph_nodes|malaise|phlegm|chest_pain|blood_in_sputum,"chills, vomiting, fatigue, weight loss, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum",15
shanover_disease_symptoms_prec_full,Tuberculosis,chills|vomiting|weight_loss|cough|high_fever|breathlessness|sweating|loss_of_appetite|mild_fever|yellowing_of_eyes|swelled_lymph_nodes|malaise|phlegm|chest_pain|blood_in_sputum,"chills, vomiting, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum",15
shanover_disease_symptoms_prec_full,Tuberculosis,vomiting|fatigue|weight_loss|cough|high_fever|breathlessness|sweating|loss_of_appetite|mild_fever|yellowing_of_eyes|swelled_lymph_nodes|malaise|phlegm|chest_pain|blood_in_sputum,"vomiting, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, blood in sputum",15
shanover_disease_symptoms_prec_full,Typhoid,chills|fatigue|high_fever|headache|nausea|constipation|abdominal_pain|diarrhoea|toxic_look_(typhos)|belly_pain,"chills, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain",10
shanover_disease_symptoms_prec_full,Typhoid,chills|vomiting|fatigue|high_fever|headache|constipation|abdominal_pain|diarrhoea|toxic_look_(typhos)|belly_pain,"chills, vomiting, fatigue, high fever, headache, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain",10
shanover_disease_symptoms_prec_full,Typhoid,chills|vomiting|fatigue|high_fever|headache|nausea|abdominal_pain|diarrhoea|toxic_look_(typhos)|belly_pain,"chills, vomiting, fatigue, high fever, headache, nausea, abdominal pain, diarrhoea, toxic look (typhos), belly pain",10
shanover_disease_symptoms_prec_full,Typhoid,chills|vomiting|fatigue|high_fever|headache|nausea|constipation|abdominal_pain|diarrhoea|belly_pain,"chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, belly pain",10
shanover_disease_symptoms_prec_full,Typhoid,chills|vomiting|fatigue|high_fever|headache|nausea|constipation|abdominal_pain|diarrhoea|toxic_look_(typhos),"chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos)",10
shanover_disease_symptoms_prec_full,Typhoid,chills|vomiting|fatigue|high_fever|headache|nausea|constipation|abdominal_pain|diarrhoea|toxic_look_(typhos)|belly_pain,"chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain",11
shanover_disease_symptoms_prec_full,Typhoid,chills|vomiting|fatigue|high_fever|headache|nausea|constipation|abdominal_pain|toxic_look_(typhos)|belly_pain,"chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, toxic look (typhos), belly pain",10
shanover_disease_symptoms_prec_full,Typhoid,chills|vomiting|fatigue|high_fever|headache|nausea|constipation|diarrhoea|toxic_look_(typhos)|belly_pain,"chills, vomiting, fatigue, high fever, headache, nausea, constipation, diarrhoea, toxic look (typhos), belly pain",10
shanover_disease_symptoms_prec_full,Typhoid,chills|vomiting|fatigue|high_fever|nausea|constipation|abdominal_pain|diarrhoea|toxic_look_(typhos)|belly_pain,"chills, vomiting, fatigue, high fever, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), belly pain",10
shanover_disease_symptoms_prec_full,Urinary tract infection,bladder_discomfort|foul_smell_of_urine|continuous_feel_of_urine,"bladder discomfort, foul smell of urine, continuous feel of urine",3
shanover_disease_symptoms_prec_full,Urinary tract infection,burning_micturition|bladder_discomfort|continuous_feel_of_urine,"burning micturition, bladder discomfort, continuous feel of urine",3
shanover_disease_symptoms_prec_full,Urinary tract infection,burning_micturition|bladder_discomfort|foul_smell_of_urine,"burning micturition, bladder discomfort, foul smell of urine",3
shanover_disease_symptoms_prec_full,Urinary tract infection,burning_micturition|bladder_discomfort|foul_smell_of_urine|continuous_feel_of_urine,"burning micturition, bladder discomfort, foul smell of urine, continuous feel of urine",4
shanover_disease_symptoms_prec_full,Urinary tract infection,burning_micturition|foul_smell_of_urine|continuous_feel_of_urine,"burning micturition, foul smell of urine, continuous feel of urine",3
shanover_disease_symptoms_prec_full,Varicose veins,cramps|bruising|obesity|swollen_legs|swollen_blood_vessels|prominent_veins_on_calf,"cramps, bruising, obesity, swollen legs, swollen blood vessels, prominent veins on calf",6
shanover_disease_symptoms_prec_full,Varicose veins,fatigue|bruising|obesity|swollen_legs|swollen_blood_vessels|prominent_veins_on_calf,"fatigue, bruising, obesity, swollen legs, swollen blood vessels, prominent veins on calf",6
shanover_disease_symptoms_prec_full,Varicose veins,fatigue|cramps|bruising|obesity|swollen_blood_vessels|prominent_veins_on_calf,"fatigue, cramps, bruising, obesity, swollen blood vessels, prominent veins on calf",6
shanover_disease_symptoms_prec_full,Varicose veins,fatigue|cramps|bruising|obesity|swollen_legs|prominent_veins_on_calf,"fatigue, cramps, bruising, obesity, swollen legs, prominent veins on calf",6
shanover_disease_symptoms_prec_full,Varicose veins,fatigue|cramps|bruising|obesity|swollen_legs|swollen_blood_vessels,"fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels",6
shanover_disease_symptoms_prec_full,Varicose veins,fatigue|cramps|bruising|obesity|swollen_legs|swollen_blood_vessels|prominent_veins_on_calf,"fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, prominent veins on calf",7
shanover_disease_symptoms_prec_full,Varicose veins,fatigue|cramps|bruising|swollen_legs|swollen_blood_vessels|prominent_veins_on_calf,"fatigue, cramps, bruising, swollen legs, swollen blood vessels, prominent veins on calf",6
shanover_disease_symptoms_prec_full,Varicose veins,fatigue|cramps|obesity|swollen_legs|swollen_blood_vessels|prominent_veins_on_calf,"fatigue, cramps, obesity, swollen legs, swollen blood vessels, prominent veins on calf",6
shanover_disease_symptoms_prec_full,hepatitis A,joint_pain|vomiting|dark_urine|nausea|loss_of_appetite|abdominal_pain|diarrhoea|mild_fever|yellowing_of_eyes|muscle_pain,"joint pain, vomiting, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain",10
shanover_disease_symptoms_prec_full,hepatitis A,joint_pain|vomiting|yellowish_skin|dark_urine|loss_of_appetite|abdominal_pain|diarrhoea|mild_fever|yellowing_of_eyes|muscle_pain,"joint pain, vomiting, yellowish skin, dark urine, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain",10
shanover_disease_symptoms_prec_full,hepatitis A,joint_pain|vomiting|yellowish_skin|dark_urine|nausea|abdominal_pain|diarrhoea|mild_fever|yellowing_of_eyes|muscle_pain,"joint pain, vomiting, yellowish skin, dark urine, nausea, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain",10
shanover_disease_symptoms_prec_full,hepatitis A,joint_pain|vomiting|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain|diarrhoea|mild_fever|yellowing_of_eyes|muscle_pain,"joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain",11
shanover_disease_symptoms_prec_full,hepatitis A,joint_pain|vomiting|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain|mild_fever|yellowing_of_eyes|muscle_pain,"joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, mild fever, yellowing of eyes, muscle pain",10
shanover_disease_symptoms_prec_full,hepatitis A,joint_pain|vomiting|yellowish_skin|dark_urine|nausea|loss_of_appetite|diarrhoea|mild_fever|yellowing_of_eyes|muscle_pain,"joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, diarrhoea, mild fever, yellowing of eyes, muscle pain",10
shanover_disease_symptoms_prec_full,hepatitis A,joint_pain|vomiting|yellowish_skin|nausea|loss_of_appetite|abdominal_pain|diarrhoea|mild_fever|yellowing_of_eyes|muscle_pain,"joint pain, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain",10
shanover_disease_symptoms_prec_full,hepatitis A,joint_pain|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain|diarrhoea|mild_fever|yellowing_of_eyes|muscle_pain,"joint pain, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain",10
shanover_disease_symptoms_prec_full,hepatitis A,vomiting|yellowish_skin|dark_urine|nausea|loss_of_appetite|abdominal_pain|diarrhoea|mild_fever|yellowing_of_eyes|muscle_pain,"vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, muscle pain",10
